Text,Target 1,Stance 1,Domain,In Use,Type
有了资本跨界也跨的轻松，新能源汽车的技术和专利门槛要比传统的车低许多，但要做出附合顾客想要的好车也不简单！,新能源汽车,支持,环保,0,noun_phrases
科一第一道大题，教育观，我看答案写的多是关于素质教育的，可是教育观不是还包括教育从“以教育者为中心”转向“以学习者为中心”那些可以吗？,素质教育,中立,文化教育,1,noun_phrases
因为看了2016年的里约热内卢奥运会的男足，认识了内马尔开始了解了巴西这支球队。昨天的比赛虽然巴西队没达到期望，但是未来还有机会！！,巴西男足,支持,体育,1,noun_phrases
我说我看我芙开麦的紧张有点像鸡娃妈 但我转念一想我还是鸡一下我自己吧 看看你那作业和论文弄的什么鬼东西 担心一下你自己吧,鸡娃,中立,文化教育,1,noun_phrases
晚上有个语文问题私信问老师，其实娃是听讲了，只是我没有信任，感觉不对，需要求证老师正确的答题方式。结果老师误解了孩子上课没有认真听讲，说孩子上课难集中。我当时很不舒服，一个是感觉自己做错事，反思一个鸡娃的妈妈应该自己找各种资料而不是找老师解惑。二个是感觉给孩子留了不好的老师眼里的印象，拖后腿了。三个是打击了孩子问问题的积极性。我也不知道怎么安抚孩子，因为这件事让我也有那么点觉得以后不要轻易问问题。,教育沟通方式,中立,文化教育,1,noun_phrases
怎么说呢，我以为昨天晚上没有继续静默的消息，就是到点就可以解封了，然后，我就扒在窗户跟前等着看解封后热闹的大街，再然后我就等到了继续静默的消息，我炸了,继续静默,反对,新冠疫情,1,noun_phrases
看戴锦华15年的一个课，里面说中国曾经有世界上最领先的婚姻法，可是从新世纪开始一步步改变，之前的婚姻法不仅确立男女平等，而且优先保护妇女儿童权利，后来变成从现实的经济结构上来看的男权被再度确立，变成了事实上的男女不平等，性别歧视，保护男性作为资本持有者的利益，此时有弹幕“现在更不平等了，多了离婚冷静期”,性别歧视,反对,权益,1,noun_phrases
一个好的医生，医术水平也是有限，但是站在病人的角度思考问题，医生百分百全力治病，病人百分百相信医生。这个才是良好的医患关系,换位思考,支持,权益,1,noun_phrases
今天过去喂鸡太太摘了一大把菜给她喂，结果她喂了一半，剩下的一半 她说我要回我婆婆家喂我婆婆的鸡笑死我了，这娃可真行呐,喂鸡,中立,文化教育,1,noun_phrases
大都市就像抽水机，不停地从落后省份抽取劳动力，就像今天的日本一样，无数村庄和城镇凋零衰败，但东京和大阪都市圈繁华依旧。在人口负增长的时代，大都市将毫不留情地吸干周边地区的血液，以便自己能够生存。残酷吗？不，因为这是年轻劳动力自己用脚（投票）投出的结果。,年轻劳动力,支持,世界事件,1,noun_phrases
每年的平安夜，都有人叫喊着“我只过自己国家的节日”，我觉得这实在是荒唐，如果这个道理成立，那就等于说——我只看中国男足！这个世界，我们有我们的难堪，别人有别人的精彩，何必固步自封至此。不看乔丹、梅西、“阿凡达”也就算了，要是连老外发明电也不用了，B超也扔了，马桶也砸了，那就是自绝于人类了！,中国男足,反对,体育,1,noun_phrases
到现在还没科普到物传人概率微乎其微吗？我实在怀疑，这么多之前连垃圾分类都烦的哭天抢地的人，有什么耐心去消杀垃圾袋，不如多塞几个塑料牌子纸壳箱子给大爷大妈多换点钱实在,垃圾分类,支持,环保,1,noun_phrases
第27届联合国气候变化大会（COP27）星期天（11月6日）在埃及海滨城市沙姆沙伊赫拉开帷幕。为期两周的谈判第一天就取得一项突破，与会代表们同意讨论富裕国家是否应该给予最容易受到气候变化影响的贫穷国家补偿。,补偿贫穷国家,中立,环保,1,noun_phrases
虽然可以理解群众面对基层具体防疫措施的不满情绪，而且最近也有很多带节奏的、乱新闻天花坠地，但明显最近疫情是真的严重，绝不是个别地区封控无理取闹而已。,防疫,支持,新冠疫情,0,noun_phrases
先不提人家怎么穿，穿不穿衣服。。。人家有这种自由去游行，我们有吗。。。lgbtq 是精神疾病呀家人们，是政治正确！是万恶的西方产物,旅行,支持,权益,1,noun_phrases
关于本泽马有可能在世界杯决赛回归的消息，韩乔生表示：“如果被很多顶级门将视为噩梦的本泽马真的出现在决赛赛场上，那么对于卫冕冠军法国对来说，无疑是一大利好！” 我觉得不太好！,本泽马回归,反对,体育,1,noun_phrases
没想到女足姑娘们就像我和我的闺蜜们，也是手拉手上厕所！365天360天都在一起，彼此之间也没有秘密。赵丽娜 叫我赵赵赵丽娜 再次在 上提到女足亚洲杯夺冠，才回想起那一晚我的朋友圈刷屏盛况！,闺蜜,中立,体育,1,noun_phrases
在小红书看到口罩，和2020年春节那时候收到口罩的包装一模一样，还是会被当时的人和事所触动吧。晃了很多眼，第三年了，行程卡下线了，慢慢放开了，不是疫情消失了，而是我们在国家不顾一切的保护下，在经历疫情反反复复中，在排了n条做核酸的队伍后，一步一步学习如何去看待和接纳它。接下来，在新的模式下，我们每个人都是保护自己的责任主体，我们要勇敢地去看待，顽强地与之斗争，要满怀希望地，去迎接回温的日子啦～,疫情,反对,新冠疫情,0,noun_phrases
倒在八强门口我、姥姥、妈妈都中招了。刚打完第四针加强针，自身免疫力和疫苗抗体共同打怪兽。目前就是浑身肉疼，特别是耻骨，撕裂着疼，比以前的孕晚期还难受，昨晚疼醒，药劲儿过了就扛不住。首先是88岁的姥姥先有症状，然后是我妈，再就是我。姥姥近期没怎么出门，估计是我爸天天去药店买酒精带回来的病毒，但是他目前还没事。,病毒,反对,新冠疫情,0,noun_phrases
参加完核酸检测应戴好口罩立即离开，不要在检测点附近聚集聊天、逗留。到空旷处，拿出备用口罩更换，并将旧口罩按照生活垃圾分类要求处理!暂时无法丢弃的口罩应将口鼻的接触面朝外纵向连续对折两次扎捆成型，放入包装袋内稍后处理。,核酸检测,支持,环保,0,noun_phrases
所以说那么多医学生都不愿意去成为一名儿科医生，会不会不是因为这糟糕的医患关系，也不是因为小孩有多么难缠，只是因为我们内心还不够强大，不够强大去接受每天面前有那么多还没有体会过世间美好的生命，在太阳还没升起，就已迎来黄昏,医患关系,反对,权益,1,noun_phrases
想到Jeff Hong很早以前制作的这些图片，海洋污染，气候变化，种族主义，贫穷与经济退化，疫情与战争，迪士尼角色们也充满对现实的无奈与哀伤。,种族主义,反对,环保,1,noun_phrases
我现在最喜欢看的一类视频是 关于内卷严重，人们都不生孩子的视频，最喜欢听到的消息是老龄化严重xxx时候，自然灭国，最最最喜欢听到的一句话是“你不干，有的是人干”,视频,支持,世界事件,1,noun_phrases
抵制圣诞节真的没必要突我脸上说…不都是找个藉口和朋友出去聚餐出去玩吗，搞得好像犯了什么错一样一直说着文化输出，结果国内春节气氛还不如唐人街，造着没有内涵的消费节日。总而言之，爱咋过咋过，别来管我（上一年去剪发也是，问一下洗头的有计划去玩吗，她就挺惊讶地跟我说她们不过圣诞节的，问题是前几年也没见她们少过啊，整得好像有什么zzzq那样，怕我录音？）,文化输出,支持,文化教育,1,noun_phrases
体内虚寒，血不畅，体不壮，免疫力低，不自律不注意防护，导致结节在体内到处生长，新冠疫病上身。措施 泡脚暖腰戒寒驱冷秋冬重保暖，定期定量定时锻炼壮身内外兼修神形俱养，重卫生正确戴口罩彻洗手强免疫，养精气神增体能，重饮食合理保护畅通血循环，于是可防结节新冠等病疫。,新冠,反对,新冠疫情,0,noun_phrases
有没有人和奶爸一样，有点儿怀念网课呢 八点上课，七点四十叫醒娃，每天多睡一个钟头。副课么想不上就不上，户外、自鸡两相宜。,网课,支持,文化教育,0,noun_phrases
中国女足 U17女足输给西班牙女足和哥伦比亚女足部丢人，西班牙在本届比赛卫冕成功，哥伦比亚1球小负获得亚军。 2兰州,中国女足,反对,体育,1,noun_phrases
虽然但是…每次都会有骂声报看就报看怎么能扯到女拳是不是有点本末倒置了二次元美少女多穿十件衣服能让现实世界女性生活环境变好。我真不介意头破血流…但最终不过是变成本来好好的美少女身上多了片碍眼的抹胸 平头裤啥的…别的国家女性在勇敢争取女性穿衣自由我们少发点电珍惜创作自由吧,女拳,中立,权益,1,noun_phrases
怎么可能没有医患矛盾啊，打电话去医院解决问题，人家医患关系科直接让你去法院打官司，就这样欺负一个老龄慢性病患者。,打官司,反对,权益,1,noun_phrases
准备看完球吃个早点在睡觉， 说实话我倒是觉得只要有保险有最低工资，你封我一辈子我都可以。 我支持封控，只要有工资和保险，然后每天给送个盒饭，你可以封我一百年。当然有病你还得上门给我治来。就跟老百姓多爱出门似的。要不是为了生活 鬼他妈才想离开家呢。,生活所迫,反对,新冠疫情,1,noun_phrases
因同事阳了，开始居家办公。半夜盘点药箱，发现只缺退烧药了，赶紧研究有啥替代方案（研究了也没用，其实一周前药店就买不到含退烧 镇痛成分的药了,退烧药买不到,反对,新冠疫情,1,noun_phrases
刚才一个术后10天的患者拆线，她说她出院回去后，每天自己碘伏消毒换药，殊不知这样对切口愈合反倒不好。她说看有人给我送锦旗，她老公说切口缝得真平，说下次复查也给我送一个，我说不用。 2武汉·武汉大学人民医院 光谷院区,医患关系,支持,权益,1,noun_phrases
当地时间12月1日，据路透社援引一位欧盟外交官消息报道，欧盟同意将俄罗斯海运石油每桶价格上限定为60美元。 12月1日稍早，俄罗斯央行第一副行长尤达耶娃表示，俄罗斯已经准备好迎接任何发展。此前，俄方表示，宁可减产也不会向参与限价的国家出售石油。 有观察人士认为，60美元是试探价格，俄罗斯一旦接受，未来还会遭到下调。未来也可能使用该策略对付欧佩克成员，比如沙特。,欧盟,中立,世界事件,0,noun_phrases
总理谈明年的计划：确保经济这一首要任务，移民事务或将调整 —— 总理今天早晨接受几家媒体采访，谈及政府明年的计划。,移民,中立,世界事件,1,noun_phrases
5年2.83亿美金！NBA最大顶薪有望再度刷新，超级豪门是否愿意给 O5年2.83亿美金！NBA最大顶薪有望再度刷新，超级豪门是否愿意给,美国职业篮球联赛,中立,体育,1,noun_phrases
在这个家里你可以处处感受到温馨和爱你的壶里永远不会缺热水就算疫情封控洗面奶用完了也会有人把洗面奶牙膏扔给你用 2太原·山西中医药大学 太原校区,疫情封控,中立,新冠疫情,0,noun_phrases
我很少问逗号“你今天考了多少分”，但每天都被她盘问：“你今天赚了多少钱？”每次听到这话，我都虎躯一震，心想：我鸡娃很“佛系”，但这娃儿鸡妈很“进取”啊。,鸡娃,中立,文化教育,1,noun_phrases
我不喜欢被别人叫或者自称女拳，首先是这个词让我狠狠地感受到那种类似于“你们女人也就会发发疯”了的这种恶臭观点，其次我更不希望女权成为一个很难开口被说出来的词语，或者是被谐音梗娱乐化，这是一场严肃的意识觉醒。,理智女人,支持,权益,1,noun_phrases
垃圾分类 目的是提高垃圾的资源价值和经济价值，力争物尽其用。在垃圾处理之前，通过垃圾分类回收，就可以将垃圾变废为宝，如回收纸张能够保护森林，减少森林资源的浪费；回收果皮蔬菜等生物垃圾，就可以作为绿色肥料，让土地能够更加肥沃，在此倡导大家要践行垃圾分类措施哦！,垃圾分类,支持,环保,1,noun_phrases
谢谢新冠疫苗嗷免费获得非甾体抗炎药过敏荨麻疹大礼包给你点个大赞甚至还给了我硬抗和等死两个选项呢它真的我哭死,荨麻疹,反对,新冠疫情,1,noun_phrases
刚刚总助问我们，想居家办公还是去公司我说想居家总助 你老公上班吧，那还是会接触别人的，居家不居家是一样的。。。那何苦问我呢,接触外界,中立,新冠疫情,1,noun_phrases
80 的研究生对研究不感兴趣，这是怎么回事？他们在应付考试，这是把“应试教育”扩展到了大学阶段。而在小学中学阶段，学一点不用考试的音乐美术，就叫“素质教育”了？,素质教育,支持,文化教育,1,noun_phrases
怎么说呢 你隔壁邻居吵架你都不一定清楚他家里谁对谁错 更何况一个商人和明星组成的家庭 商人什么话都说 娱乐圈什么事都有可能 只能说不了解他们人品和没有确凿证据的的情况下最好谁都不要相信 更别急着共情 还有不要不分情况动不动就打女拳…他们家显然不止出轨一件事那么简单 真正需要维护女性公平的地方很多 不要凡事都先扯上性别对立…这并不有利于实现真正的男女平等,性别对立,反对,权益,1,noun_phrases
为什么还有那么多人相信选举？2020年已经被偷过一次了，而且偷来的总统正在位子上，2020年的大选被盗就这么不清不楚地过去了，请问2022年又怎么可能不作弊？感觉就像它们故意导的一场戏，演戏的主要目的是让韭菜们自以为是民主的主导力量。不除去犹太撒旦美国和世界不得一天安宁。合理非被证明是无效的。,特朗普,反对,世界事件,1,noun_phrases
来姨妈五天 有三天在发烧 这三天量不多 也没多在意 想着应该也快来完了 结果今天退烧了 突然就感觉那姨妈像开闸了一样 崩了……新冠和姨妈无法共存 三天续上 心态也崩了……,发烧,中立,新冠疫情,0,noun_phrases
中期选举的票还没彻底开完，懂王急了，因为共和党内起风了，媒体及支撑的金主更倾向支持德桑蒂斯，因为爱懂王的人多恨他的人也不少，不利于2024年大选拓展中间票，这下梦想白宫大位的懂王能不急吗？。。。。 2北京·中央电视台中国电视剧制作中心,共和党,中立,世界事件,1,noun_phrases
加拿大留学想象和现实的差别……印度人口年增2 ，中国人口进入负增长，以后各国的印度年轻人只会越来越多…,中国人口负增长,中立,世界事件,1,noun_phrases
这次美国中期选举，民主党守住了参议院，众议院虽然丢失，但共和党优势并不大。看来，美国选民虽然并不喜欢拜登，但更讨厌特朗普。特朗普成了本次选举的最大输家。美国“红脖子”蓝领白人的民粹主义浪潮势头稍挫，这似乎证明，美国的民主制度还是有相当韧性的。当然，现在就断言美国能够成功解决国内分裂，为时尚早。“红脖子”在体制内解决问题的希望落空后，肯定会转向激进和暴力，美国仍未走出多事之秋。,美国国内分裂,中立,世界事件,1,noun_phrases
特朗普是否能再度入驻白宫？十月份美国CPI同比回落，一时间全球股市疯涨。是否可信？不可信！值得推理的，是因为中期选举不尽如意。拜登后面的势力不容许他失败。至少幕后，还没有做好准备。就像川建国同志说的，被偷走的大选一样。美利坚忽悠局的，又一次造假可能性更大。川建国同志再次登基，还需努力 微博,特朗普,中立,世界事件,1,noun_phrases
随熊猫君一起深呼吸两次 你知道吗？我们每天呼吸的氧气中有一半是由海洋生产的，它还从大气中吸收热量和二氧化碳蔚蓝海域不仅是“地球之肺”，也是地球上最大的碳汇，对于缓解气候变化带来的影响至关重要。然而，我们赖以生存的海洋正处于危机之中。2022 专业论坛也将于今日下午14点整举行 ，熊猫君诚邀小伙伴们共同探讨如何以“可持续蓝色经济金融助力蓝色未来”,地球之肺,支持,环保,1,noun_phrases
剧和原著各有各的长处，不要踩一捧一，剧教导的男女平等又何尝不是一种优势，原著的讽刺没有加在里面，不代表它就是烂剧,原著的讽刺,反对,权益,1,noun_phrases
美国的中期选举，与预期也差不多，两边都不满意。麦卡锡控制众议院，切断了拜登后路，特朗普入主没戏？两党都要换新人。美联储激进加息，今年已连续6次，有4次高达75BP，力度还不够止通胀，令美元指数强势、股票市场更动荡，美股报复性反弹，不过是昙花一现。,麦卡锡,中立,世界事件,1,noun_phrases
被隔离的第11天，逐渐掌握做饭技能，以前我妈做饭我站边上看到的做饭知识充分得到了实践。每天早上都被做核酸的防疫人员拍门叫醒，真的很尴尬，想定个闹钟早起等着，但是她们来的时间又不确定。早上起不来，现在又睡不着,早起,反对,新冠疫情,1,noun_phrases
拿车祸死亡类比新冠的，要求躺平放开的，我祝你们全家出门就被泥头车创成饼。按他们的逻辑，车祸每天都有，每天都死人。那就应该取消交通规则，取消红绿灯，取消机动车道和非机动车道，大家想怎么走就怎么走。反正车祸避免不了，每天都死人啊，要学会和车祸共存啊。,车祸,反对,新冠疫情,1,noun_phrases
感恩节晚上看的电影，里面居然在过感恩节。安妮海瑟薇在《世界末日》里只是配角，安东尼霍普金斯还能演戏太好了，老爷爷开口的声音就让喜欢他的人想哭。劳模姐客串是惊喜了。林肯当选总统前，一个友谊和忠诚的故事。种族歧视、阶层差别、鸡娃等等其实哪都一样，有几段金句台词的。小男孩的演员不错。,种族歧视,反对,文化教育,1,noun_phrases
不允许男进是吧回忆回忆今年五月份的龙舟私人龙舟被强上被轰下船之后龙舟就被网暴明明也有凤舟有些人很自觉不会去但是另一些人就不一样了不让我去就是歧视就是封建就是耻辱但是画了个圈不让那些本来看都不看的人去呢又觉得时代在进步了对标的话，应该有两名男子闯女子健身所被轰出来然后健身房被网暴歧视男子糟粕不尊重男性这才是平权吧,龙舟,反对,权益,1,noun_phrases
哥们儿，光从人人都觉得“考上大学就成功了一半”这种思路你想想，你需要的是取消中考吗，你需要的是改变以极强的目的性和功利性为主的教育。我想说这句话很长时间了，你教育改革一代代搞想实验出最好的素质教育方案，在最好的方案出来之前，我就相当于失败的试验品，奶奶的，还不对我进行无害化处理就投放社会，你有道理吗你。。取消了中考还有高考，卷的更卷烂的更烂靠钱的还是靠钱靠地区的还是靠地区靠抄袭的还是靠抄袭,素质教育,支持,文化教育,1,noun_phrases
狗屎话题 别拿出来丢人现眼 社会风气很不好 说白了就是那群老年男人素质教育没上过，跟不上现代文明社会,歪风邪气,反对,文化教育,1,noun_phrases
不过现在乌克兰的局势还是处于“失控又没完全失控”的状态，没完全失控的是俄军依旧占据着巨大优势，失控的是在乌克兰战场上已经乱入了很多不该出现的国家和装备；但是相对于第三次世界大战这种可能性还是比较小的，毕竟三战发不发生取决于美国，而美国是很了解俄罗斯脾气的，为了自己的小命着想美国也不敢把俄罗斯逼太急了，至于乌克兰会怎样，就让泽连斯基自己去想办法吧。,俄罗斯,中立,世界事件,0,noun_phrases
我可能是为数不多的只打了普通两针没打加强针的人了，虽说加强针大大降低重症率，但是我五月份感染的症状，还没我有个同学打了五针 然后七月份感染来的症状重，不过他有鼻炎，所以我觉得得了新管之后的症状严不严重，那就看一个人有没有基础病，疫苗作用其实真的不大，不过这是一篇毫无科学依据的文章，只是有感而发一下,加强针,反对,新冠疫情,1,noun_phrases
刷视频看到一句话醍醐灌顶为什么中产喜欢鸡娃 中产就是有产到无产的缓冲 就是个假象 中产就是伪有产 鸡娃也就是为了变现所以啊 赚钱还是快活吧,鸡娃,反对,文化教育,1,noun_phrases
我是真的不支持放开，人真的太多了，就不说传染能力这么强得日增多少万了，这得有多少人每天得活在恐慌中但是一直封控一直静默。。。是真的不去考虑一下非公务员的生活吗，打拼一年堪堪够一家人温饱的，大有人在，是要饿死这些人吗。。。有的时候是真的会怀疑上面考虑问题是不是真的如他们所说从群众中来到群众中去,非公务员的生活,中立,新冠疫情,1,noun_phrases
其实我对未来的行情，还是很看好的，毕竟口罩的问题，还是在放松了，起码曙光有了，美联储的加息也没多少空间可以蹦跶了，美元指数走弱，人民币开始回升。可以说，宏观上的很多利空都落地了，而指数确实也还在低位，那就没有所谓的Price in，所以这里给我的感觉就很像2018年的10月份，已经到了底部区域，但主升浪应该还要等一等。,美元指数,反对,新冠疫情,0,noun_phrases
指导性的措施不可能调头了，现在想不感染那就尽量别出门，选择居家办公，分摊社会成本的事已经做了三年，执行层面调整不仅仅由于成本不可控。过好新阶段的生活，而不是嚷嚷着备药等病现阶段就是群魔乱舞，什么人都敢出来说两句，什么对错，恐慌才是流量,备药,反对,新冠疫情,1,noun_phrases
曼联女足 我们在足总杯第四轮抽签中被抽到布莱克本和桑德兰中的胜者。比赛将于 1 月 28 日至 29 日周末进行,足总杯,中立,体育,1,noun_phrases
睡不着...我隔一段时间就会晚上精力特别充足 怎么睡都睡不着。还是因为我今天中午睡了午觉。。可是我高中时期明明中午睡很久晚上还是能睡的跟猪一样。。莫非是我不那么累？？好难。,精力充足,反对,文化教育,1,noun_phrases
睡不着，本来还指望后三个月回本呢，这个月断断续续封控两次了，本来这几年实体的生意就很难做了，做生意这几年我都是半年左右才见到利润的。养老保险通知可以缴纳了到现在也还拖着，想着到一月份最后的停缴时间再缴，房租也在一月到期。每天都在翻看会有什么好消息好政策下来能让我们回归正常生活。,封控,反对,新冠疫情,0,noun_phrases
由杨幂、白宇主演的电视剧《谢谢你医生》发布 该片讲述了在EICU工作的医生们与时间赛跑，拼尽全力守护患者生命的曙光，捍卫患者生命的故事同时，也展现了不同的医生与患者的形象，探讨了医患关系、生死等话题超级期待肖医生和白医生啦！,谢谢你医生,支持,权益,1,noun_phrases
为进一步深化生活垃圾分类理念，引导辖区居民主动参与垃圾分类。12月2日，枫联社区组织志愿者开展垃圾分类“敲门行动”，让垃圾分类深入人心。,垃圾分类敲门行动,支持,环保,1,noun_phrases
人口越来越少 学校高中黄了 变成了养老院 我上初中时候十个班最少都50多人 现在就俩班一个班30来人 人口负增长 殡葬行业开了好几家 唯一一个母婴店黄了 先说这么多吧,人口负增长,反对,世界事件,1,noun_phrases
早说过，战争是综合经济国力的比拼，毛子缺钱就啥都缺！23日，普京与俄罗斯国防军工企业负责人召开工作会议。图源：视觉中国,普京,中立,世界事件,0,noun_phrases
这两天收获颇丰，且身心愉悦，明天就是周末了，好好休息一下，后天会议结束就没啥事了，感觉下周就要居家办公了，我还是想 的晚一些，距离跨年还有16天，距离过年还有36天嗷,居家办公,反对,新冠疫情,0,noun_phrases
炖了乌鸡汤，打算让娃好好补补。结果娃开始种族歧视，说不要吃黑色的鸡，哭哭唧唧，无奈最终给下了水饺。一天到晚，耐心耗尽。,种族歧视,反对,文化教育,1,noun_phrases
黄金多头还没有走完，这一轮黄金多头来势汹汹，但也快到头了，美国大选推升的黄金上涨，大选落地之时，就是黄金回撤之日,黄金上涨,反对,世界事件,1,noun_phrases
恶臭的捞女们想指望骗彩礼致富的，应该慎重点，可别激怒了对方，自己一家子被满门砍死就赔大了。支持男女平等，分手了就该把钱退回去。，谁也别沾谁的光。,男女平等,支持,权益,0,noun_phrases
封控第24天，体重到达历史最低值，也没有想减肥，一点都没运动，天天都在电脑前坐着，远远超过正常上班时间的在线时间，精神折磨罢了但是状态一点都不好，眼霜用完了，新买的在路上卡了20天了，不知道还要继续卡多久，黑眼圈法令纹重得仿佛一个月老了几岁麻了,精神折磨,反对,新冠疫情,1,noun_phrases
英国晚上十点国内早上五点跟我妈说不想读书想去开花店，没想到我妈秒回我刷抖音刷到个姐姐虽然没上大学但自己开了个花店有自己的房子每个月几千，我也觉得好幸福我这种能摆就摆得过且过的人为什么会学数学，很好奇如果我真的没上大学把钱留着开自己想开的店会是什么样子,读书,反对,文化教育,0,noun_phrases
去年打的本土智飞，当时因为三针时间长，而且反应大所以不打的人很多，现在看来还可以？ 我第三针秋天打完过敏，胳膊肿大抬不起，一个多星期消肿。目前区域同事二十几人里打智飞没有人感染，感染的是打两针的，加强针打了的也有阳的。,加强针,中立,新冠疫情,1,noun_phrases
真他妈疯了 所有人全疯了 谁都是错的 支持是错 反对也是错 这个b事发生以来三年所有人都疯了 干脆大家都去死好了 还有什么比这几年的大家更可怜的呢 不管是放开还是静默 反正总归只要死的 或许死在前进路途 或许连通报都没有的死在那场大火里 或许在连夜逃离的高速上 又或许是在各种作物无法售出的腐烂中 恨的要死 恨谁呢,放开,中立,新冠疫情,0,noun_phrases
她们与抽象展丰富的创造和表现，从绘画、摄影、装置、布艺、唱片的轨迹等等各种方式展现抽象艺术。整个展览都有在表达父权社会下，抽象艺术史中，女性艺术家的不公境况和为平权所付出的不懈努力。,父权社会,中立,权益,1,noun_phrases
1日18日，封城”第27天。全国新增本土确诊病例127例，其中西安市1例。希望明天能全部清零 2西安,清零,支持,世界事件,1,noun_phrases
进博会正在进行。德勤开展“可持续发展与气候变化”主题系列活动，邀请多个领域专家分享领先创新实践，携手行业大咖探讨未来可持续发展之路，共同推进生态合作，引领绿色发展前沿。查看详情：,生态合作,中立,环保,1,noun_phrases
为全力提升辖区居民垃圾分类意识，助力“绿色、低碳、环保”理念家喻户晓、深入人心。西安部分社区开展了垃圾分类的宣传活动，助力全国文明城市创建工作。活动现场通过发放宣传彩页，讲解相关知识，让居民深入了解到垃圾分类的益处。,垃圾分类,支持,环保,1,noun_phrases
欧洲理事会主席查尔斯 米歇尔：中国应该使用一切手段，说服俄罗斯尊重国际法。 妈的！它们竟然好意思提国际法，以美国为首的北约啥时候尊重过国际法！,北约,反对,世界事件,1,noun_phrases
本届世界杯四强，与20年前一样，涵盖三大洲的球队。欧洲的法国、克罗地亚，美洲的阿根廷，非洲的摩洛哥。尽管 ，但是比赛其实没有太强说服力。毕竟，“连脸都不要了”的中国男足，早已开始摆烂，输越南都不意外，就不要再去翻老黄历了。,世界杯,中立,体育,0,noun_phrases
对于一部分民众和政府的关系：女拳会比作妈宝男和妈的关系男拳会比作作女和男朋友的关系不过他们理解是一致的：你不能老管我，你不能不管我，你不能我说不管了就真的不管我。,女拳,反对,权益,1,noun_phrases
昨天刚拿到浙江省运会女足甲组冠军的杭州U17女足，坐了十个小时大巴抵达于都，下午两点半冲击全国冠军。 2赣州·于都县体育中心,女足,支持,体育,1,noun_phrases
莫名其妙我又活过一年 真不错呢！几年前谁能想到是这样呢！下午挂号得起床 活见久…活见久活着才能体会莫名其妙竟然马上又要过年了 我去一次医院看诊疗单，上面白纸黑字 写的年龄 就会想到啊我竟然活这么久吗？我竟然都到了我以前不敢相信年纪 就算了到了 依然一无所有还本来无一物 有啥区别 我现在不太想以后 我觉得社会发展太快了 以前觉得我可能白发苍苍去捡废品 现在想想垃圾分类 桥都少了再躺30分钟起床,社会发展太快,反对,环保,1,noun_phrases
这不就是做多错多吗？强队不出线就被全世界嘲讽，谁又想到同样拿过世界杯冠军的 ，这次连围都没入 四年后还是这阵容这球技的话，那干脆也不要入围了,世界杯,中立,体育,0,noun_phrases
如何一句话让积极回复消息的教育局老师沉默“部署师范生不是自带编制吗？为什么那么多公立学校说他们没有编制还想让我们签放弃协议呢？”,公立学校,反对,文化教育,1,noun_phrases
有没有人做过统计，如果没有源源不断的移民，美国的人口是不是早就负增长了？如果真的是这样的话，那美国的生存压力不是一般的大。,移民,中立,世界事件,1,noun_phrases
1，某老太太几天没吃盐，电解质紊乱到神志不清，不清楚有没有阳，反正不发烧。2，护士抽血时有气无力偷偷抹泪，抽完血过没多久被另一护士搀着去休息室输液。3，刚才搀人的护士38 ，其他医生护士身上也都多少带些病痛。4，在大厅陪针的6个多小时，急诊室人一波接一波没断过，医生护士除了用电脑开药方，基本是没空坐下来。5，医患关系不应该紧张。6，敏感时期尽量少出门少走亲戚，尤其是家有老人的。7，，，，没有了吧,防疫医护人员,支持,权益,1,noun_phrases
【足协：各俱乐部10月31日前解决至少七成欠薪】中国足协近日发布关于全力做好2022赛季职业联赛相关政策落实工作的通知，在通知中足协表示，各职业足球俱乐部应在2022年10月31日前解决欠薪不低于总额的70 ，并于2022年10月31日前，向足协提交最新的还款凭证。,欠薪,中立,体育,1,noun_phrases
石家庄的表弟说：“我周六去批发市场买菜，卖菜的全都咳嗽，我想我们现在吃的鲜活的水果、蔬菜无法逃脱病毒感染，回家后就发烧了。 转念一想，新冠和水、空气、阳光、食物都是大自然赐给我们的礼物，我们应该接受呀！虽然新冠让人讨厌，但自然界让我们讨厌的蚊子、苍蝇、新冠病毒与我们长期共存，我们只能适应他们，不可能消灭他们！”,病毒感染,反对,新冠疫情,1,noun_phrases
"滨州67个郡，民主党拿下12个郡就赢了参议员选举，得票是2,704,637，共和党拿下55个郡得票只有2,470,882，比民主党得票还少了233755。 补个图3，滨州最新的参议院选区图，2020人口普查之后重新画的，50个District，看颜色，不完全和黑色线重合",共和党,中立,世界事件,1,noun_phrases
发现高中英语厉害就厉害在，有女权思想它是真敢说啊！听力里面讨论过平权，讨论过《厌女》里说过的single sex school，我以前从来没想过（晕）,平权,中立,权益,1,noun_phrases
新冠这玩意，折腾了三年，看不到结束的希望，大家都疲了。适当宣泄一下不满情绪可以，但别上头。继续封控与全面放开，都会存在各种问题。主要矛盾和次要矛盾是不断变化的，有问题，解决问题就是了。宣泄不满情绪别上头，上头解决不了新冠带来的各种问题,全面放开,中立,新冠疫情,1,noun_phrases
俄罗斯铁路11月货运量同比下降4.1％，至1.035亿吨。丹麦央行：欧盟委员会的银行一揽子计划还存在不确定性，银行需要进一步谨慎行事。丹麦央行：全球金融市场目前的特点是通货膨胀率高、利率较高和波动较大。,欧盟委员会,中立,世界事件,1,noun_phrases
