Text,Target 1,Stance 1,Domain,In Use,Type
什么叫草台班子，总算见识到了，防疫政策180度转弯，医药什么准备都没有就迅速全面放开共存，“肉食者鄙，未能远谋”说得真好,疫情放开,反对,新冠疫情,0,noun_phrases
敢信这个天气晚上睡觉盖的是空调被 后援会周边那条张晨的小毯子别问 问就是家的那个区被静默了 回不去拿被子,静默,反对,新冠疫情,0,noun_phrases
敢信这个天气晚上睡觉盖的是空调被 后援会周边那条张晨的小毯子别问 问就是家的那个区被静默了 回不去拿被子,空调被,中立,新冠疫情,1,noun_phrases
小学的时候相信2012真的是世界末日所以我只会有短暂的人生 初中的时候觉得如果我没有被打死我自己也可以结束自己的生命 所以也是抱着我很快就会离开的心态过下去 高中开始对未来有一点期待 期待成年期待上大学之后一切会不一样 但是都只是愿景罢了 可能是xg毁了我的大学生活也可能不是 只是现在真的觉得什么都看不到希望真的没有未来了 这一点更让人痛苦,未来,反对,文化教育,1,noun_phrases
小学的时候相信2012真的是世界末日所以我只会有短暂的人生 初中的时候觉得如果我没有被打死我自己也可以结束自己的生命 所以也是抱着我很快就会离开的心态过下去 高中开始对未来有一点期待 期待成年期待上大学之后一切会不一样 但是都只是愿景罢了 可能是xg毁了我的大学生活也可能不是 只是现在真的觉得什么都看不到希望真的没有未来了 这一点更让人痛苦,世界末日,反对,文化教育,0,noun_phrases
卡塔尔办完世界杯，接着办亚洲杯，挺好！不过男足要是再不努力，不要到时世界杯的赛场上看不到，连亚洲杯正赛上也看不到就真凉凉了,卡塔尔,支持,体育,0,noun_phrases
卡塔尔办完世界杯，接着办亚洲杯，挺好！不过男足要是再不努力，不要到时世界杯的赛场上看不到，连亚洲杯正赛上也看不到就真凉凉了,中国男足,反对,体育,1,noun_phrases
完了 自从看了那本同人后其他偶尔刷到的柯南同人是一点都看不进从家庭矛盾深入到男女平等和社会地位问题不整后期那点花活真的是超完美的短篇小说了我现在是看官配哪哪不顺眼,柯南,支持,权益,1,noun_phrases
完了 自从看了那本同人后其他偶尔刷到的柯南同人是一点都看不进从家庭矛盾深入到男女平等和社会地位问题不整后期那点花活真的是超完美的短篇小说了我现在是看官配哪哪不顺眼,官配,反对,权益,1,noun_phrases
23 30直播！高卢雄鸡挑战丹麦童话 最佳射手空降 总台主持人舒冬与喜剧人嘎嘎许天奇、前国家女足主力，亚洲最佳射手刘英组成豪华陪看天团。关注 ，关注《大咖陪你看》！,大咖陪你看,支持,体育,1,noun_phrases
23 30直播！高卢雄鸡挑战丹麦童话 最佳射手空降 总台主持人舒冬与喜剧人嘎嘎许天奇、前国家女足主力，亚洲最佳射手刘英组成豪华陪看天团。关注 ，关注《大咖陪你看》！,丹麦国家足球队,中立,体育,1,noun_phrases
我经历过南方系十句话中九句半真加半句假的网络年代。他们这半句假，小小伎俩在当年却毁了医患关系毁了师生关系毁了警民关系，现在你和我嘤嘤嘤地说你发的小作文有99个真只有一个假为啥我还要说你造谣？要点脸吧。,医患关系,支持,权益,0,noun_phrases
我经历过南方系十句话中九句半真加半句假的网络年代。他们这半句假，小小伎俩在当年却毁了医患关系毁了师生关系毁了警民关系，现在你和我嘤嘤嘤地说你发的小作文有99个真只有一个假为啥我还要说你造谣？要点脸吧。,师生关系,支持,权益,1,noun_phrases
静默了将近一个月后的首次出门，竟对这生活了三十多年的城市有了一种陌生又熟悉的新鲜感。一地还没来得及清扫的落叶，是我错过的秋天，一年之中我最喜欢的季节。已经潦草地过了三年，希望从此以后一切回到正轨，我们不戴口罩的走在大街上。 疫情啊、静默啊，我们一别两宽 各自生欢。 2石家庄,静默,反对,新冠疫情,0,noun_phrases
静默了将近一个月后的首次出门，竟对这生活了三十多年的城市有了一种陌生又熟悉的新鲜感。一地还没来得及清扫的落叶，是我错过的秋天，一年之中我最喜欢的季节。已经潦草地过了三年，希望从此以后一切回到正轨，我们不戴口罩的走在大街上。 疫情啊、静默啊，我们一别两宽 各自生欢。 2石家庄,疫情,反对,新冠疫情,0,noun_phrases
iPhone 出一个自用airpods2 ，在保修期，带一根未使用原装线，有原盒，一直戴盒，外观几乎无磨损，内部正常使用情况，带价滴滴,自用苹果耳机,支持,娱乐和消费,1,noun_phrases
iPhone 出一个自用airpods2 ，在保修期，带一根未使用原装线，有原盒，一直戴盒，外观几乎无磨损，内部正常使用情况，带价滴滴,带价滴滴,支持,娱乐和消费,1,noun_phrases
他们应该更希望我们继续封着，经济继续落后，内部矛盾继续激化。自古内耗内战才是用最少成本而杀伤力巨大打击一个团体的，无论是公司还是国家。我们的防疫政策是有效的，目前病毒的危害逐步减小，我们可控可治疗，也在逐渐放开。,防疫政策,支持,新冠疫情,0,noun_phrases
他们应该更希望我们继续封着，经济继续落后，内部矛盾继续激化。自古内耗内战才是用最少成本而杀伤力巨大打击一个团体的，无论是公司还是国家。我们的防疫政策是有效的，目前病毒的危害逐步减小，我们可控可治疗，也在逐渐放开。,与病毒共存,支持,新冠疫情,1,noun_phrases
其他地方不清楚，只知道北京地区中小学还没安排接种加强针疫苗。在奥密克戎这么高的传播率面前，不打加强针简直和果奔没什么区别。,疫苗加强针,支持,新冠疫情,1,noun_phrases
其他地方不清楚，只知道北京地区中小学还没安排接种加强针疫苗。在奥密克戎这么高的传播率面前，不打加强针简直和果奔没什么区别。,奥密克戎,反对,新冠疫情,1,noun_phrases
我的小县城市已经静默九天了，家里吃喝断了，一天只吃一顿饭，公司拖欠工资不开，身无分文，再静几天怕出生命危险因此告诉大家疫情不可怕，管控最可怕,静默,反对,新冠疫情,0,noun_phrases
我的小县城市已经静默九天了，家里吃喝断了，一天只吃一顿饭，公司拖欠工资不开，身无分文，再静几天怕出生命危险因此告诉大家疫情不可怕，管控最可怕,管控,反对,新冠疫情,1,noun_phrases
“安吉方案”亮相全球 近日，第27届联合国气候变化大会（cop27）在埃及沙姆沙伊赫开幕，湖州市安吉县《竹子：应对气候变化的“安吉方案”》大会期间发布，向全球展示了安吉利用竹子进行一场全新应对气候变化的实践成果。,安吉方案,中立,环保,1,noun_phrases
“安吉方案”亮相全球 近日，第27届联合国气候变化大会（cop27）在埃及沙姆沙伊赫开幕，湖州市安吉县《竹子：应对气候变化的“安吉方案”》大会期间发布，向全球展示了安吉利用竹子进行一场全新应对气候变化的实践成果。,气候变化大会,中立,环保,1,noun_phrases
说白了，谅解有人骂，不谅解有人骂，轻判有人骂，重判也有人骂，女拳男拳龟男渣男一起骂，既然如此，为什么不支持受害人选对自己最有利的处理方式呢？能复出才是最实际的打脸，才是笑到最后。,受害人,支持,权益,1,noun_phrases
说白了，谅解有人骂，不谅解有人骂，轻判有人骂，重判也有人骂，女拳男拳龟男渣男一起骂，既然如此，为什么不支持受害人选对自己最有利的处理方式呢？能复出才是最实际的打脸，才是笑到最后。,渣男,中立,权益,1,noun_phrases
无畏出征为了千家万户的安康，多少“白衣天使”舍小家为大家，毅然奔赴疫情防控第一线。无畏出征，扶危渡厄——向最美逆行者致敬!向默默支持他们的家人致敬!祝福“白衣天使”们平安凯旋!,最美疫行者,支持,新冠疫情,1,noun_phrases
无畏出征为了千家万户的安康，多少“白衣天使”舍小家为大家，毅然奔赴疫情防控第一线。无畏出征，扶危渡厄——向最美逆行者致敬!向默默支持他们的家人致敬!祝福“白衣天使”们平安凯旋!,白衣天使,支持,新冠疫情,1,noun_phrases
新能源在国外也是豪车特斯拉Model Y后驱版中国28万，在英国42.8万，澳大利亚52.8万。这价格得感谢比亚迪，特斯拉全球竞争对手在中国，这是比亚迪主场。汽油车就不是，你看保时捷，路虎各种加价提车，大家给宠坏了……,新能源,中立,娱乐和消费,0,noun_phrases
新能源在国外也是豪车特斯拉Model Y后驱版中国28万，在英国42.8万，澳大利亚52.8万。这价格得感谢比亚迪，特斯拉全球竞争对手在中国，这是比亚迪主场。汽油车就不是，你看保时捷，路虎各种加价提车，大家给宠坏了……,特斯拉,中立,娱乐和消费,1,noun_phrases
最近感觉像吃鸡一样，大家都在毒圈里呢，我一直带着娃在老爸老家待着，上周六我闺蜜们跑来找我玩，周一居然阳了，还好我们一大家子人没事，真可怕啊。这种特殊时期，待在乡里最安全，有吃有喝，人少，主要是没病毒。,疫情保护,支持,文化教育,1,noun_phrases
最近感觉像吃鸡一样，大家都在毒圈里呢，我一直带着娃在老爸老家待着，上周六我闺蜜们跑来找我玩，周一居然阳了，还好我们一大家子人没事，真可怕啊。这种特殊时期，待在乡里最安全，有吃有喝，人少，主要是没病毒。,新冠感染,反对,文化教育,0,noun_phrases
有些女性也认为女拳太过激进甚至以女拳为耻辱，这里面有一些是认为女拳阻碍了女权的进展搞臭了女权的名声。同还有一小部分与女拳割席的女性是为了不遭男性的厌恶，甚至和男性一起骂女拳，其心理和在男性面前骂女性总是勾心斗角的人一样，都是贬低同性以取悦异性。,女拳,支持,权益,1,noun_phrases
有些女性也认为女拳太过激进甚至以女拳为耻辱，这里面有一些是认为女拳阻碍了女权的进展搞臭了女权的名声。同还有一小部分与女拳割席的女性是为了不遭男性的厌恶，甚至和男性一起骂女拳，其心理和在男性面前骂女性总是勾心斗角的人一样，都是贬低同性以取悦异性。,贬低同性,反对,权益,1,noun_phrases
零下6度早起采全民核酸手冻麻了还有个素质教育的漏网之鱼给我吵说采核酸不就往舌头上沾一下就行了我的怨气比鬼还重,全民核酸,反对,文化教育,1,noun_phrases
零下6度早起采全民核酸手冻麻了还有个素质教育的漏网之鱼给我吵说采核酸不就往舌头上沾一下就行了我的怨气比鬼还重,素质教育漏网之鱼,反对,文化教育,1,noun_phrases
我觉得女足的这些精神才是最宝贵的，体育精神的普及和传承也应该引起重视，从小抓起也很重要呀，对我来说就意义深刻,体育精神,支持,体育,1,noun_phrases
我觉得女足的这些精神才是最宝贵的，体育精神的普及和传承也应该引起重视，从小抓起也很重要呀，对我来说就意义深刻,女足,支持,体育,1,noun_phrases
德国男足在2022卡塔尔世界杯对日本队的揭幕战前合影时集体捂嘴，以示对国际足联禁止球员佩戴支持LGBTQ 群体，写有“同一份爱”彩虹臂章的抗议。德国队表示：“我们想用我们的队长臂章来表明我们德国国家队的价值观：多样性和相互尊重。与其他国家一起，我们希望我们的声音能够被听到。” 这个昨天还真没注意到,德国男足,中立,权益,1,noun_phrases
德国男足在2022卡塔尔世界杯对日本队的揭幕战前合影时集体捂嘴，以示对国际足联禁止球员佩戴支持LGBTQ 群体，写有“同一份爱”彩虹臂章的抗议。德国队表示：“我们想用我们的队长臂章来表明我们德国国家队的价值观：多样性和相互尊重。与其他国家一起，我们希望我们的声音能够被听到。” 这个昨天还真没注意到,性少数者群体,中立,权益,1,noun_phrases
iphone13 一直以为是内置的问题 经常打开扫一扫或者视频的时候 会出现这种屏幕 看来可能是摄像头坏了 去三方售后检测跑程序告诉我没事,苹果十三,中立,娱乐和消费,1,noun_phrases
感觉实际上大部分故事并不用说两性问题都已经足够精彩了，电视剧某种意义上来说也是二维塑造，只需要遵循人物逻辑和事物发展逻辑去写东西就好了呀。其实我前段时间看的大部分作品都没有涉及两性问题我看了也觉得挺好的，国产剧太想吃女拳这口饭了所以最后的结果自然也就浅薄。明明可以讲的问题有很多吧。,两性问题,反对,权益,1,noun_phrases
感觉实际上大部分故事并不用说两性问题都已经足够精彩了，电视剧某种意义上来说也是二维塑造，只需要遵循人物逻辑和事物发展逻辑去写东西就好了呀。其实我前段时间看的大部分作品都没有涉及两性问题我看了也觉得挺好的，国产剧太想吃女拳这口饭了所以最后的结果自然也就浅薄。明明可以讲的问题有很多吧。,女权,反对,权益,1,noun_phrases
别人生病瘦五斤我反而胖了是肿么肥事？！怀疑已经肺部感染而导致的持续性低烧很坚决地开始吃头孢了公司在这种时候取消了居家办公简直是丧心病狂所以明天是调休呢还是调休呢还是调休呢,调休,支持,新冠疫情,1,noun_phrases
别人生病瘦五斤我反而胖了是肿么肥事？！怀疑已经肺部感染而导致的持续性低烧很坚决地开始吃头孢了公司在这种时候取消了居家办公简直是丧心病狂所以明天是调休呢还是调休呢还是调休呢,肺部感染,反对,新冠疫情,1,noun_phrases
这是必然的吧，全球经济都不景气，手机行业应该表现的更突出，除了现在消费者手里没钱导致消费能力下降以外，手机其实已经越做越好，以前的一部手机可能用个一年多就会变卡和各种问题出现，不得不换新手机，现在很多人一部手机用个两三年都没问题，还可以满足日常使用，所以芯片行业的不景气是必然的！,手机行业,支持,娱乐和消费,1,noun_phrases
这是必然的吧，全球经济都不景气，手机行业应该表现的更突出，除了现在消费者手里没钱导致消费能力下降以外，手机其实已经越做越好，以前的一部手机可能用个一年多就会变卡和各种问题出现，不得不换新手机，现在很多人一部手机用个两三年都没问题，还可以满足日常使用，所以芯片行业的不景气是必然的！,消费能力下降,反对,娱乐和消费,1,noun_phrases
熬吧，什么时候大众熬不住了，接受要与新冠共存的事实了，有太多事情比新冠重要了，熬不住了，什么时候这日子才算结束,疫情结束,支持,新冠疫情,1,noun_phrases
熬吧，什么时候大众熬不住了，接受要与新冠共存的事实了，有太多事情比新冠重要了，熬不住了，什么时候这日子才算结束,与新冠共存,反对,新冠疫情,1,noun_phrases
看了篇鸡汤文，说到快乐，说到多巴胺和内啡肽。短视频大多是多巴胺提供者，快乐是快乐，但刺激转瞬即逝。而一些需要付出才能获得的快乐，是长久美好，类似于建设和付出，类似一同成长和繁荣。空虚快感和忙碌快乐，同是追星追求快乐，也有不同的追法,忙碌快乐,支持,娱乐和消费,1,noun_phrases
看了篇鸡汤文，说到快乐，说到多巴胺和内啡肽。短视频大多是多巴胺提供者，快乐是快乐，但刺激转瞬即逝。而一些需要付出才能获得的快乐，是长久美好，类似于建设和付出，类似一同成长和繁荣。空虚快感和忙碌快乐，同是追星追求快乐，也有不同的追法,空虚快感,反对,娱乐和消费,1,noun_phrases
陆沉深圳生日大屏带id（抽几个宝无偿）两台设备都是iphone陆沉生日当天出需提供游戏id照（自拍或其他平台的id）对焦大屏或id二选一,苹果手机,支持,娱乐和消费,1,noun_phrases
陆沉深圳生日大屏带id（抽几个宝无偿）两台设备都是iphone陆沉生日当天出需提供游戏id照（自拍或其他平台的id）对焦大屏或id二选一,陆沉,中立,娱乐和消费,1,noun_phrases
【西山最美阅读空间 ｜六合社区信仰生活空间让阅读更有“温度”】 书籍是人类的瑰宝，阅读让城市和乡村更有温度，热爱阅读的你，可曾注意到身边的阅读空间有着怎样的美？一起来看看这些“西山区最美公共阅读空间”到底有多美吧 第五站：六合社区信仰生活空间,阅读空间,支持,文化教育,1,noun_phrases
【西山最美阅读空间 ｜六合社区信仰生活空间让阅读更有“温度”】 书籍是人类的瑰宝，阅读让城市和乡村更有温度，热爱阅读的你，可曾注意到身边的阅读空间有着怎样的美？一起来看看这些“西山区最美公共阅读空间”到底有多美吧 第五站：六合社区信仰生活空间,身边的美,支持,文化教育,1,noun_phrases
新冠病毒感染者治疗收费调整”的通知！宣布：新冠病毒阳性感染者今后的住院治疗费用，除医保报销之外的费用，将由就医者个人承担！那个家里出现重症就废了。呼吸机一开，黄金万两。 2武汉·张公堤,新冠病毒,反对,娱乐和消费,1,noun_phrases
新冠病毒感染者治疗收费调整”的通知！宣布：新冠病毒阳性感染者今后的住院治疗费用，除医保报销之外的费用，将由就医者个人承担！那个家里出现重症就废了。呼吸机一开，黄金万两。 2武汉·张公堤,感染者治疗收费,反对,娱乐和消费,1,noun_phrases
今天坐地铁的时候旁边有个中年妇女在打电话，假装信号不好超级大声地讲她儿子数学能考148为什么英语过不了130但不过也没关系反正985随便挑虽然与她素不相识但我发自内心地希望她儿子是gay不要误会我对LGBTQ群体从来没有任何负面评价只是直觉告诉我她肯定接受不了,同性恋,支持,权益,0,noun_phrases
今天坐地铁的时候旁边有个中年妇女在打电话，假装信号不好超级大声地讲她儿子数学能考148为什么英语过不了130但不过也没关系反正985随便挑虽然与她素不相识但我发自内心地希望她儿子是gay不要误会我对LGBTQ群体从来没有任何负面评价只是直觉告诉我她肯定接受不了,中年妇女地铁打电话,反对,权益,1,noun_phrases
人生第一场NBA，最惊喜的是贯穿我整个青春的英雄，此刻就坐在距离我100米不到的位置上大屏幕打出Carmelo Anthony的时候全场欢呼声比什么时候都要激烈，他还是这座城的王,安东尼,支持,体育,1,noun_phrases
人生第一场NBA，最惊喜的是贯穿我整个青春的英雄，此刻就坐在距离我100米不到的位置上大屏幕打出Carmelo Anthony的时候全场欢呼声比什么时候都要激烈，他还是这座城的王,美国职业篮球联赛,支持,体育,1,noun_phrases
福尔摩斯小姐很好看新一组的福华莫又出来了，看第一部的时候还在想这部竟然没有华生，第二部就都出来了，请务必多拍几部其实大超有点太正经了不太贴福尔摩斯，总感觉夏洛克要有些自我的格格不入的邪性，大超像是我乱扔垃圾也会义正辞严看着我捡起来再好好垃圾分类的社区hero,福尔摩斯小姐,支持,环保,1,noun_phrases
福尔摩斯小姐很好看新一组的福华莫又出来了，看第一部的时候还在想这部竟然没有华生，第二部就都出来了，请务必多拍几部其实大超有点太正经了不太贴福尔摩斯，总感觉夏洛克要有些自我的格格不入的邪性，大超像是我乱扔垃圾也会义正辞严看着我捡起来再好好垃圾分类的社区hero,福尔摩斯,中立,环保,1,noun_phrases
你需要科技当做汽油燃料往前行进，无数车轮碾碎了文字留在上面。但是车上的乘客需要文字，需要思想和自由。说出口的话立刻被粉碎，然后所有人都成了哑巴。,思想和自由,支持,娱乐和消费,1,noun_phrases
你需要科技当做汽油燃料往前行进，无数车轮碾碎了文字留在上面。但是车上的乘客需要文字，需要思想和自由。说出口的话立刻被粉碎，然后所有人都成了哑巴。,科技当汽油燃料,反对,娱乐和消费,1,noun_phrases
giao是什么梗哈哈哈？giao最早出自短视频红人giao哥招牌台词，“一给我哩giaogiao”。他每段视频的结尾和中间都会出现这句话，因为这句话太过魔性，加上他疯癫的饶舌说唱，giao哥从此一炮而红，成为了网红,网红哥,中立,娱乐和消费,1,noun_phrases
giao是什么梗哈哈哈？giao最早出自短视频红人giao哥招牌台词，“一给我哩giaogiao”。他每段视频的结尾和中间都会出现这句话，因为这句话太过魔性，加上他疯癫的饶舌说唱，giao哥从此一炮而红，成为了网红,网红台词,中立,娱乐和消费,1,noun_phrases
好消息：明天不用去公司上班坏消息：坐我对面的同事阳了，她还住我对门，我两现在就隔着两扇门又被迫居家办公了,不上班,支持,新冠疫情,1,noun_phrases
好消息：明天不用去公司上班坏消息：坐我对面的同事阳了，她还住我对门，我两现在就隔着两扇门又被迫居家办公了,同事感染,反对,新冠疫情,1,noun_phrases
地产，医药，金融，光伏，锂电池，新能源汽车，科技，白酒，猪肉，农业种子，等等，还有时不时出来的新名字，比如供销社，你学得过来吗？ 每天感觉要学新名字，新技术，还要研究技术，看大神分析，可一路下来，你有停下来，冷静冷静，到底哪里出了问题,地产,中立,环保,1,noun_phrases
地产，医药，金融，光伏，锂电池，新能源汽车，科技，白酒，猪肉，农业种子，等等，还有时不时出来的新名字，比如供销社，你学得过来吗？ 每天感觉要学新名字，新技术，还要研究技术，看大神分析，可一路下来，你有停下来，冷静冷静，到底哪里出了问题,新能源汽车,中立,环保,1,noun_phrases
宣城帮你忙 投稿：我查了一下医保缴费明细，这个生育险显示 ，是没交上的意思吗？生育险不是和职工医疗保险合并了吗，还用单独交吗？ 2宣城,生育险,中立,娱乐和消费,1,noun_phrases
宣城帮你忙 投稿：我查了一下医保缴费明细，这个生育险显示 ，是没交上的意思吗？生育险不是和职工医疗保险合并了吗，还用单独交吗？ 2宣城,职工医疗保险,中立,娱乐和消费,1,noun_phrases
这两天多，老公虽然能做的事情很少，他一如既往的早上几乎都是睡觉，晚上吃鸡大半夜呗，不过家里多个人，还是让我照顾两娃轻松一点点。不过坚持了两天的他，在昨儿出去给娃们买退烧药回来后，也开始烧，昨儿晚上烧到38.5，吓得赶紧吃了退烧药。刚才去他屋摸了下额头，好像还行，唉，熬吧。,照顾两娃,支持,文化教育,1,noun_phrases
这两天多，老公虽然能做的事情很少，他一如既往的早上几乎都是睡觉，晚上吃鸡大半夜呗，不过家里多个人，还是让我照顾两娃轻松一点点。不过坚持了两天的他，在昨儿出去给娃们买退烧药回来后，也开始烧，昨儿晚上烧到38.5，吓得赶紧吃了退烧药。刚才去他屋摸了下额头，好像还行，唉，熬吧。,发烧,反对,文化教育,1,noun_phrases
冬季雨雪结冰等恶劣天气多发，道路交通安全风险加大。昆明北车辆段动态检测车间结合气候变化特征强化汽车日常检查保养工作，积极开展汽车驾驶员防滑链安装演练，有效增强了车间汽车驾驶员应对恶劣天气道路交通应急处置能力。 图文：茶建锋,道路交通安全,支持,环保,1,noun_phrases
冬季雨雪结冰等恶劣天气多发，道路交通安全风险加大。昆明北车辆段动态检测车间结合气候变化特征强化汽车日常检查保养工作，积极开展汽车驾驶员防滑链安装演练，有效增强了车间汽车驾驶员应对恶劣天气道路交通应急处置能力。 图文：茶建锋,气候变化,中立,环保,0,noun_phrases
全球变暖和气候变化我觉得是存在的并且非常显著的，因为我觉得从高一开始浙江的冬天的降水突然多了很多很多，经常一整个冬天都在下雨。这也是我大学以来冬天不想回家的一个很重要因素。因为周三要回家了所以查了查天气预报，看到气象台说今冬降水偏少，哈哈！降水偏少指的是有三分之二的日子是下雨的吗？,不想回家,支持,环保,1,noun_phrases
全球变暖和气候变化我觉得是存在的并且非常显著的，因为我觉得从高一开始浙江的冬天的降水突然多了很多很多，经常一整个冬天都在下雨。这也是我大学以来冬天不想回家的一个很重要因素。因为周三要回家了所以查了查天气预报，看到气象台说今冬降水偏少，哈哈！降水偏少指的是有三分之二的日子是下雨的吗？,气候变化,反对,环保,0,noun_phrases
近日，随着世界杯带来的热度加持，卡塔尔再次成为大家关注的焦点。有博主在卡塔尔当地加油发现，这里的油价仅1升4块钱，甚至比便利店中某些品牌的矿泉水还要便宜。不过，这些都是源于卡塔尔丰富的油气资源决定的。L11月26日，中国男子晒卡塔尔油价，一升只要4块比矿泉水都便宜,卡塔尔,支持,娱乐和消费,0,noun_phrases
近日，随着世界杯带来的热度加持，卡塔尔再次成为大家关注的焦点。有博主在卡塔尔当地加油发现，这里的油价仅1升4块钱，甚至比便利店中某些品牌的矿泉水还要便宜。不过，这些都是源于卡塔尔丰富的油气资源决定的。L11月26日，中国男子晒卡塔尔油价，一升只要4块比矿泉水都便宜,油价,支持,娱乐和消费,0,noun_phrases
晴雨风说史 伟人曾说过，“在战略上，应当轻视敌人的时候，却决不可在每一个局部上，在每一个具体问题上，也轻视敌人。”在本届世界杯上，日本队取得成绩的背后，我们更应该清醒地认识到，是什么让他们走到今天的高度。“师夷长技以制夷”，这句话时至今日仍不过时。（感谢军武次位面的深度分析，好文共欣赏，一起来解剖中国男足及中国足球这只麻雀吧！） O活了30多年，第一次尊敬日本人！,日本队,支持,体育,1,noun_phrases
晴雨风说史 伟人曾说过，“在战略上，应当轻视敌人的时候，却决不可在每一个局部上，在每一个具体问题上，也轻视敌人。”在本届世界杯上，日本队取得成绩的背后，我们更应该清醒地认识到，是什么让他们走到今天的高度。“师夷长技以制夷”，这句话时至今日仍不过时。（感谢军武次位面的深度分析，好文共欣赏，一起来解剖中国男足及中国足球这只麻雀吧！） O活了30多年，第一次尊敬日本人！,中国男足,反对,体育,1,noun_phrases
看深宅绅士真是太上头了，少爷和杀手，这两个人好港啊。film演技真的好好啊，听说同时期还有一部剧在拍，真的厉害，不愧是一台台柱子，正剧演员就是牛啊，上一部还是两小无拆哈哈哈，咱就是说谢谢泰娱演员们，要让内娱演员认识到lgbtq基本上是不可能的，film就很好，说一直想感受下不同人的生活。,泰娱演员,支持,权益,1,noun_phrases
看深宅绅士真是太上头了，少爷和杀手，这两个人好港啊。film演技真的好好啊，听说同时期还有一部剧在拍，真的厉害，不愧是一台台柱子，正剧演员就是牛啊，上一部还是两小无拆哈哈哈，咱就是说谢谢泰娱演员们，要让内娱演员认识到lgbtq基本上是不可能的，film就很好，说一直想感受下不同人的生活。,内娱演员,反对,权益,1,noun_phrases
正常的应该是：FIFA23丰富原有女足玩法，并让女足切尔西球星萨姆 科尔和姆巴佩共同登上游戏封面。而不是：小黑美人鱼、跨性别福尔摩斯,萨姆 科尔,支持,体育,1,noun_phrases
正常的应该是：FIFA23丰富原有女足玩法，并让女足切尔西球星萨姆 科尔和姆巴佩共同登上游戏封面。而不是：小黑美人鱼、跨性别福尔摩斯,小黑美人鱼,反对,体育,1,noun_phrases
MSH公司新推出了针对已孕客户的孕中险，主要保障的人妊娠意外。新生儿加入保障需要医学核保！总额度1600万一年，地域范围全球。从公司品质和保障内容来说，性价比较高！保障期间一年，无等待期。高端医疗保险经纪人王源源，手机 微信 15801361097OMSH孕中险,孕中险,支持,娱乐和消费,1,noun_phrases
MSH公司新推出了针对已孕客户的孕中险，主要保障的人妊娠意外。新生儿加入保障需要医学核保！总额度1600万一年，地域范围全球。从公司品质和保障内容来说，性价比较高！保障期间一年，无等待期。高端医疗保险经纪人王源源，手机 微信 15801361097OMSH孕中险,妊娠意外,反对,娱乐和消费,1,noun_phrases
又重温一遍红楼且不说园子里的爱恨情仇国家的兴衰成败，最妙的一点就是红楼绝对是在两三百年前少有用现代两性平权的观念去书写的书籍,红楼,支持,权益,1,noun_phrases
又重温一遍红楼且不说园子里的爱恨情仇国家的兴衰成败，最妙的一点就是红楼绝对是在两三百年前少有用现代两性平权的观念去书写的书籍,两性平权,中立,权益,1,noun_phrases
每天在家都要躺废了 一个月就化了一次妆以前从来没想过我可以这样 春天来了开始变暖了真好 希望疫情可以早点结束真不想每天暖洋洋的还要戴口罩出门,戴口罩,支持,新冠疫情,1,noun_phrases
每天在家都要躺废了 一个月就化了一次妆以前从来没想过我可以这样 春天来了开始变暖了真好 希望疫情可以早点结束真不想每天暖洋洋的还要戴口罩出门,疫情,反对,新冠疫情,0,noun_phrases
相比前两天要求女儿给哥哥买房的妈，今天这个妈妈给女儿儿子都准备房的新闻算是，传导男女平等的正确价值观了,男女平等,支持,权益,1,noun_phrases
相比前两天要求女儿给哥哥买房的妈，今天这个妈妈给女儿儿子都准备房的新闻算是，传导男女平等的正确价值观了,重男轻女,反对,权益,1,noun_phrases
wc之前就想又是dy又是成龙，他不会要来cn了吧，来当gaoxin人才，，这这，开dy直播吧了，带货了.6，尽头是带货是吧……,带货,反对,娱乐和消费,1,noun_phrases
wc之前就想又是dy又是成龙，他不会要来cn了吧，来当gaoxin人才，，这这，开dy直播吧了，带货了.6，尽头是带货是吧……,抖音直播,中立,娱乐和消费,1,noun_phrases
国家科技部中国21世纪议程管理中心主任、中国可持续发展研究会副理事长及国家气候变化专家委员会委员黄晶以“ ”为题在澳大进行演讲，探讨国家为达至碳中和所作的努力，以及如何构建相关的技术体系。讲座线上线下同步举行，吸引众多澳大师生及公众参与。,黄晶主任,支持,环保,1,noun_phrases
国家科技部中国21世纪议程管理中心主任、中国可持续发展研究会副理事长及国家气候变化专家委员会委员黄晶以“ ”为题在澳大进行演讲，探讨国家为达至碳中和所作的努力，以及如何构建相关的技术体系。讲座线上线下同步举行，吸引众多澳大师生及公众参与。,碳中和,支持,环保,0,noun_phrases
为什么现在的世道这么乱 我真的很后悔 想想上两次接种完新冠疫苗 身体不适难受了好多天 刚刚才得知77接种了新冠疫苗 我真的难受到眼泪直流 为什么要让小孩子遭这种罪 他是不是也很难受 我没能陪在他身边 我的心真的很痛,新冠疫苗,反对,新冠疫情,1,noun_phrases
为什么现在的世道这么乱 我真的很后悔 想想上两次接种完新冠疫苗 身体不适难受了好多天 刚刚才得知77接种了新冠疫苗 我真的难受到眼泪直流 为什么要让小孩子遭这种罪 他是不是也很难受 我没能陪在他身边 我的心真的很痛,疫情,反对,新冠疫情,0,noun_phrases
